FromRegime,ToRegime,Dataset,Changed
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Low,UniSolar_External_Test,True
Low,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,High,UniSolar_External_Test,True
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Critical_Low,UniSolar_External_Test,True
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Critical_Low,UniSolar_External_Test,False
Critical_Low,Low,UniSolar_External_Test,True
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Low,UniSolar_External_Test,False
Low,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Surplus,UniSolar_External_Test,True
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,Surplus,UniSolar_External_Test,False
Surplus,High,UniSolar_External_Test,True
High,High,UniSolar_External_Test,False
High,High,UniSolar_External_Test,False
High,Normal,UniSolar_External_Test,True
Normal,High,UniSolar_External_Test,True
High,Normal,UniSolar_External_Test,True
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
Normal,Normal,UniSolar_External_Test,False
